,start,end,duration,app,day,profile
14,2014-01-02 16:15:00,2014-01-02 23:15:00,420.0,subwoofer_livingroom,1,"[7.470149253731344, 15.954198473282442, 15.877862595419847, 16.00793650793651, 15.992248062015504, 15.96031746031746, 16.0, 15.944, 15.448, 15.444444444444445, 15.536, 15.24390243902439, 15.46031746031746, 15.818897637795276, 15.868852459016392, 15.53968253968254, 15.669354838709678, 15.857142857142858, 15.761904761904765, 15.75, 15.582677165354331, 15.768, 16.008, 16.128, 15.56, 15.471544715447154, 16.008, 4.362903225806452]"
15,2014-01-02 16:15:00,2014-01-02 16:45:00,30.0,tv,1,"[49.34848484848485, 61.24031007751938]"
16,2014-01-02 17:00:00,2014-01-02 18:00:00,60.0,gas_oven,1,"[15.22222222222222, 46.66666666666666, 45.785714285714285, 12.524193548387096]"
17,2014-01-02 17:00:00,2014-01-02 17:15:00,15.0,htpc,1,[33.7890625]
18,2014-01-02 17:00:00,2014-01-02 17:15:00,15.0,kettle,1,[85.18181818181819]
19,2014-01-02 17:00:00,2014-01-02 17:15:00,15.0,tv,1,[52.32283464566929]
20,2014-01-02 17:30:00,2014-01-02 17:45:00,15.0,kettle,1,[227.6372549019608]
21,2014-01-02 17:30:00,2014-01-02 17:45:00,15.0,microwave,1,[12.645669291338583]
22,2014-01-02 18:00:00,2014-01-02 18:30:00,30.0,microwave,1,"[92.78225806451611, 193.96]"
23,2014-01-02 18:15:00,2014-01-02 18:30:00,15.0,kettle,1,[188.54918032786884]
24,2014-01-02 19:15:00,2014-01-02 23:15:00,240.0,amp_livingroom,1,"[11.669291338582678, 23.811023622047244, 23.241935483870968, 22.984126984126984, 23.024193548387096, 22.968503937007878, 23.094488188976374, 23.0546875, 22.874015748031496, 23.096, 23.112, 23.088, 22.95967741935484, 22.943089430894307, 23.09523809523809, 6.146341463414634]"
25,2014-01-02 19:15:00,2014-01-02 23:15:00,240.0,htpc,1,"[30.753968253968253, 70.76984126984127, 68.54918032786885, 76.53191489361703, 68.3089430894309, 69.7007874015748, 72.90551181102362, 72.578125, 71.74015748031496, 73.712, 72.432, 72.648, 72.64516129032258, 72.54471544715447, 72.38888888888889, 20.56910569105691]"
26,2014-01-02 19:15:00,2014-01-02 19:30:00,15.0,kettle,1,[292.23015873015873]
27,2014-01-02 19:15:00,2014-01-02 23:15:00,240.0,tv,1,"[49.30708661417323, 105.96850393700788, 100.5725806451613, 97.3095238095238, 94.5, 100.06349206349206, 96.21428571428572, 96.728, 96.88976377952756, 96.064, 94.94354838709675, 92.26984126984128, 93.59677419354838, 97.08943089430896, 93.648, 26.20967741935484]"
28,2014-01-02 21:00:00,2014-01-02 21:30:00,30.0,microwave,1,"[39.8046875, 24.511811023622048]"
29,2014-01-02 21:00:00,2014-01-02 21:30:00,30.0,toaster,1,"[374.171875, 24.365079365079364]"
30,2014-01-02 23:00:00,2014-01-03 01:00:00,120.0,dishwasher,1,"[36.3739837398374, 358.3492063492063, 1616.0615384615385, 119.94444444444444, 119.73809523809524, 110.60162601626016, 1881.313432835821, 812.007874015748]"
31,2014-01-03 02:30:00,2014-01-03 02:45:00,15.0,dishwasher,2,[0.8130081300813008]
32,2014-01-03 03:15:00,2014-01-03 03:30:00,15.0,subwoofer_livingroom,2,[3.703125]
33,2014-01-03 07:15:00,2014-01-03 07:30:00,15.0,kettle,2,[175.6198347107438]
34,2014-01-03 07:15:00,2014-01-03 08:00:00,45.0,kitchen_radio,2,"[0.1102362204724409, 0.024793388429752, 0.0229007633587786]"
35,2014-01-03 07:15:00,2014-01-03 07:30:00,15.0,toaster,2,[421.5]
36,2014-01-03 07:45:00,2014-01-03 12:00:00,255.0,laptop,2,"[58.0, 39.31654676258993, 29.62589928057554, 25.669117647058822, 22.07971014492753, 20.34057971014493, 19.280575539568343, 18.817518248175183, 17.751824817518248, 18.823529411764707, 19.554744525547445, 19.16058394160584, 23.08029197080292, 19.72463768115942, 23.06474820143885, 37.98571428571429, 18.385245901639344]"
37,2014-01-03 07:45:00,2014-01-03 12:00:00,255.0,lcd_office,2,"[40.87878787878788, 41.98550724637681, 41.539568345323744, 41.17518248175183, 41.34057971014493, 41.289855072463766, 40.89928057553957, 41.24817518248175, 41.33576642335766, 41.36764705882353, 41.78832116788321, 41.22627737226277, 40.838235294117645, 41.15714285714286, 41.460431654676256, 40.57553956834533, 40.51219512195122]"
38,2014-01-03 08:00:00,2014-01-03 08:15:00,15.0,hifi_office,2,[1.024]
39,2014-01-03 08:15:00,2014-01-03 08:30:00,15.0,kettle,2,[91.424]
40,2014-01-03 08:15:00,2014-01-03 09:00:00,45.0,microwave,2,"[58.31159420289855, 112.77372262773724, 68.52898550724638]"
41,2014-01-03 12:00:00,2014-01-03 12:15:00,15.0,kettle,2,[338.5299145299145]
42,2014-01-03 13:15:00,2014-01-03 15:15:00,120.0,amp_livingroom,2,"[6.90625, 24.16, 23.32, 22.968, 22.944444444444443, 23.08, 23.03787878787879, 10.607692307692307]"
43,2014-01-03 13:15:00,2014-01-03 15:15:00,120.0,htpc,2,"[18.708661417322837, 67.04761904761905, 68.376, 68.04032258064517, 65.4047619047619, 65.31147540983606, 67.5, 32.16923076923077]"
44,2014-01-03 13:15:00,2014-01-03 13:45:00,30.0,kettle,2,"[334.9685039370079, 131.92]"
45,2014-01-03 13:15:00,2014-01-03 13:30:00,15.0,microwave,2,[37.8046875]
46,2014-01-03 13:15:00,2014-01-03 15:15:00,120.0,subwoofer_livingroom,2,"[4.401574803149607, 16.128, 15.632, 15.42063492063492, 15.738095238095235, 16.0, 15.923664122137405, 7.3538461538461535]"
47,2014-01-03 13:15:00,2014-01-03 13:30:00,15.0,toaster,2,[348.3125]
48,2014-01-03 13:15:00,2014-01-03 15:15:00,120.0,tv,2,"[28.0390625, 113.85714285714286, 111.66935483870968, 96.9047619047619, 89.10317460317461, 89.25, 101.67175572519083, 44.390625]"
49,2014-01-03 13:15:00,2014-01-03 13:30:00,15.0,washing_machine,2,[1.1228070175438596]
50,2014-01-03 14:30:00,2014-01-03 16:30:00,120.0,washing_machine,2,"[128.76923076923077, 1963.101851851852, 718.8969072164948, 322.2242990654205, 119.29702970297028, 142.70535714285714, 156.03333333333333, 86.22689075630252]"
51,2014-01-03 16:15:00,2014-01-03 22:45:00,390.0,amp_livingroom,2,"[7.983739837398374, 23.784, 23.096774193548388, 23.008064516129032, 22.968503937007878, 23.07258064516129, 23.024, 22.944881889763774, 22.785714285714285, 22.91269841269841, 23.048387096774192, 23.131147540983605, 23.016129032258064, 23.008, 23.06766917293233, 23.00719424460432, 23.02857142857143, 23.0431654676259, 23.00719424460432, 23.0, 22.97841726618705, 23.042857142857144, 22.84251968503937, 22.96875, 22.991869918699187, 7.680327868852459]"
52,2014-01-03 16:15:00,2014-01-03 17:15:00,60.0,htpc,2,"[17.29268292682927, 69.24, 67.592, 36.08130081300813]"
53,2014-01-03 16:15:00,2014-01-03 22:45:00,390.0,subwoofer_livingroom,2,"[5.024390243902439, 15.984, 15.888, 15.774193548387096, 15.496062992125983, 15.910569105691057, 15.944, 15.8125, 15.46774193548387, 15.56, 15.983739837398376, 15.991869918699187, 15.967479674796747, 16.008, 16.0, 15.992805755395684, 16.12857142857143, 16.215827338129497, 15.94927536231884, 15.788321167883211, 15.571428571428571, 15.784172661870503, 15.6328125, 15.755905511811024, 15.878048780487806, 5.349593495934959]"
54,2014-01-03 16:15:00,2014-01-03 17:15:00,60.0,tv,2,"[31.65573770491803, 104.24193548387096, 99.616, 50.024193548387096]"
55,2014-01-03 17:15:00,2014-01-03 17:30:00,15.0,toaster,2,[379.4262295081968]
56,2014-01-03 18:00:00,2014-01-03 18:45:00,45.0,toaster,2,"[399.6854838709677, 264.155737704918, 391.2936507936508]"
57,2014-01-03 18:15:00,2014-01-03 18:45:00,30.0,kettle,2,"[258.35714285714283, 37.98319327731093]"
58,2014-01-03 18:45:00,2014-01-03 19:00:00,15.0,microwave,2,[122.4957264957265]
59,2014-01-03 19:15:00,2014-01-03 20:00:00,45.0,gas_oven,2,"[30.12295081967213, 32.801587301587304, 2.871212121212121]"
60,2014-01-03 19:30:00,2014-01-03 22:30:00,180.0,htpc,2,"[67.18253968253968, 67.84848484848484, 68.65714285714286, 68.25179856115108, 68.41726618705036, 68.00719424460432, 69.97101449275362, 72.13669064748201, 69.11510791366906, 69.33858267716535, 67.83464566929133, 67.17073170731707]"
61,2014-01-03 19:30:00,2014-01-03 22:45:00,195.0,tv,2,"[92.48, 94.22556390977444, 91.05755395683454, 97.45, 92.6978417266187, 92.76811594202898, 106.0072463768116, 104.07142857142856, 93.84892086330936, 99.203125, 101.06299212598424, 97.78861788617886, 28.747967479674795]"
62,2014-01-03 19:45:00,2014-01-03 22:00:00,135.0,laptop,2,"[22.635135135135137, 17.41726618705036, 20.633093525179856, 19.751824817518248, 19.97122302158273, 34.30434782608695, 34.24460431654676, 22.53956834532374, 24.285714285714285]"
63,2014-01-03 19:45:00,2014-01-03 22:00:00,135.0,lcd_office,2,"[41.43243243243244, 41.22302158273381, 39.50714285714286, 39.32374100719424, 39.18115942028985, 39.26086956521739, 40.25, 41.10791366906475, 41.142857142857146]"
64,2014-01-03 19:45:00,2014-01-03 20:00:00,15.0,office_pc,2,[1.8571428571428568]
65,2014-01-03 21:00:00,2014-01-03 22:00:00,60.0,hifi_office,2,"[4.826086956521739, 8.885714285714286, 8.683453237410072, 8.428571428571429]"
66,2014-01-04 02:30:00,2014-01-04 03:00:00,30.0,breadmaker,3,"[13.868852459016392, 9.516666666666667]"
67,2014-01-04 03:15:00,2014-01-04 04:15:00,60.0,breadmaker,3,"[3.983471074380165, 7.278688524590164, 74.84426229508196, 62.32786885245902]"
68,2014-01-04 04:45:00,2014-01-04 08:15:00,210.0,breadmaker,3,"[4.925, 15.024590163934429, 27.72131147540984, 70.91735537190083, 28.173553719008265, 46.71900826446281, 265.0081967213115, 509.0819672131148, 430.9016393442623, 364.0655737704918, 197.85245901639345, 122.33333333333331, 85.130081300813, 67.07438016528926]"
69,2014-01-04 09:30:00,2014-01-04 09:45:00,15.0,kettle,3,[216.5229357798165]
70,2014-01-04 09:30:00,2014-01-04 10:15:00,45.0,toaster,3,"[12.975806451612904, 396.015625, 339.1269841269841]"
71,2014-01-04 09:45:00,2014-01-04 10:30:00,45.0,coffee_machine,3,"[302.171875, 99.54621848739497, 31.296]"
72,2014-01-04 09:45:00,2014-01-04 10:15:00,30.0,microwave,3,"[29.733870967741936, 95.3968253968254]"
73,2014-01-04 10:30:00,2014-01-04 11:00:00,30.0,amp_livingroom,3,"[4.190082644628099, 19.827868852459016]"
74,2014-01-04 10:30:00,2014-01-04 11:00:00,30.0,htpc,3,"[10.5, 58.75409836065574]"
75,2014-01-04 10:30:00,2014-01-04 11:00:00,30.0,subwoofer_livingroom,3,"[2.598360655737705, 13.024390243902438]"
76,2014-01-04 10:30:00,2014-01-04 11:00:00,30.0,tv,3,"[26.33884297520661, 80.42276422764228]"
77,2014-01-04 12:30:00,2014-01-04 13:30:00,60.0,gas_oven,3,"[21.65873015873016, 44.75806451612903, 42.40151515151515, 8.066176470588236]"
78,2014-01-04 12:30:00,2014-01-04 12:45:00,15.0,kettle,3,[503.3090909090909]
79,2014-01-04 13:00:00,2014-01-04 13:30:00,30.0,kettle,3,"[529.344262295082, 421.71875]"
80,2014-01-04 13:00:00,2014-01-04 15:00:00,120.0,washing_machine,3,"[872.4608695652174, 1704.4537037037037, 359.11206896551727, 269.0, 95.16935483870968, 169.29508196721312, 121.45833333333331, 25.65289256198347]"
81,2014-01-04 13:15:00,2014-01-04 13:30:00,15.0,microwave,3,[36.10948905109489]
82,2014-01-04 16:15:00,2014-01-04 17:15:00,60.0,laptop,3,"[51.770992366412216, 28.23308270676692, 13.731884057971014, 5.659420289855072]"
83,2014-01-04 16:15:00,2014-01-04 16:30:00,15.0,lcd_office,3,[0.8217054263565892]
84,2014-01-04 16:15:00,2014-01-04 16:30:00,15.0,office_pc,3,[0.8549618320610687]
85,2014-01-04 16:45:00,2014-01-04 18:00:00,75.0,amp_livingroom,3,"[4.985507246376812, 23.854014598540147, 23.057971014492757, 23.0546875, 15.36641221374046]"
86,2014-01-04 16:45:00,2014-01-04 18:00:00,75.0,subwoofer_livingroom,3,"[3.5434782608695654, 16.44927536231884, 15.927007299270072, 16.322834645669293, 11.007751937984496]"
87,2014-01-04 17:00:00,2014-01-04 19:00:00,120.0,htpc,3,"[63.70802919708029, 65.38686131386861, 69.1328125, 67.12213740458016, 64.63636363636364, 64.16935483870968, 64.34677419354838, 54.71774193548387]"
88,2014-01-04 17:00:00,2014-01-04 17:15:00,15.0,tv,3,[35.15942028985507]
89,2014-01-04 17:15:00,2014-01-04 18:15:00,60.0,hoover,3,"[1766.493333333333, 316.390625, 1063.7540983606557, 282.39669421487605]"
90,2014-01-04 18:15:00,2014-01-04 18:30:00,15.0,toaster,3,[331.696]
91,2014-01-04 18:30:00,2014-01-04 18:45:00,15.0,hoover,3,[857.6818181818181]
92,2014-01-04 18:30:00,2014-01-04 18:45:00,15.0,microwave,3,[112.15873015873017]
93,2014-01-04 18:45:00,2014-01-04 19:15:00,30.0,amp_livingroom,3,"[11.39516129032258, 2.88]"
94,2014-01-04 18:45:00,2014-01-04 19:15:00,30.0,subwoofer_livingroom,3,"[7.32520325203252, 2.031746031746032]"
95,2014-01-04 18:45:00,2014-01-04 19:15:00,30.0,tv,3,"[44.54471544715447, 10.333333333333334]"
96,2014-01-04 19:15:00,2014-01-04 19:45:00,30.0,hoover,3,"[1102.8833333333334, 1410.5061728395062]"
97,2014-01-04 19:45:00,2014-01-04 22:45:00,180.0,amp_livingroom,3,"[11.169354838709678, 23.566929133858267, 23.06611570247934, 23.241935483870968, 22.80327868852459, 22.907563025210084, 23.08130081300813, 23.165289256198346, 23.60330578512397, 23.28099173553719, 22.875, 17.520661157024794]"
98,2014-01-04 19:45:00,2014-01-05 01:15:00,330.0,htpc,3,"[25.483870967741936, 69.8046875, 68.0909090909091, 67.35483870967742, 66.60655737704919, 68.22689075630252, 68.09677419354838, 68.14876033057851, 68.37190082644628, 69.4297520661157, 68.96666666666667, 69.2, 67.0, 68.89344262295081, 65.11382113821138, 65.04878048780488, 65.32786885245902, 65.21138211382114, 65.83471074380165, 65.15702479338843, 65.09836065573771, 3.5772357723577235]"
99,2014-01-04 19:45:00,2014-01-04 22:45:00,180.0,subwoofer_livingroom,3,"[6.853658536585366, 15.527131782945736, 15.785123966942148, 15.669354838709678, 15.24793388429752, 15.341666666666669, 15.85483870967742, 15.8099173553719, 16.322314049586776, 16.09090909090909, 15.25, 11.619834710743802]"
100,2014-01-04 19:45:00,2014-01-04 22:45:00,180.0,tv,3,"[53.926829268292686, 109.4186046511628, 96.75833333333334, 90.83064516129032, 92.64462809917356, 92.53333333333332, 92.0483870967742, 91.65289256198348, 93.4297520661157, 91.93388429752066, 95.17647058823528, 72.1900826446281]"
101,2014-01-04 20:00:00,2014-01-04 20:15:00,15.0,kettle,3,[306.71875]
102,2014-01-04 20:00:00,2014-01-04 20:15:00,15.0,microwave,3,[38.703125]
103,2014-01-04 20:00:00,2014-01-04 20:15:00,15.0,toaster,3,[398.3515625]
104,2014-01-05 08:30:00,2014-01-05 08:45:00,15.0,kettle,4,[371.1666666666667]
105,2014-01-05 08:45:00,2014-01-05 09:00:00,15.0,hair_dryer,4,[990.2386363636364]
106,2014-01-05 08:45:00,2014-01-05 09:00:00,15.0,straighteners,4,[113.13636363636364]
107,2014-01-05 09:00:00,2014-01-05 09:15:00,15.0,microwave,4,[148.7741935483871]
108,2014-01-05 14:00:00,2014-01-05 14:15:00,15.0,kettle,4,[328.3615384615385]
109,2014-01-05 14:00:00,2014-01-05 16:00:00,120.0,washing_machine,4,"[1058.206106870229, 1695.0901639344263, 472.4047619047619, 274.9508196721312, 94.78225806451611, 159.70866141732284, 206.048, 5.801587301587301]"
110,2014-01-05 16:30:00,2014-01-05 19:15:00,165.0,amp_livingroom,4,"[4.903225806451613, 24.27777777777778, 23.96825396825397, 23.33858267716536, 23.086614173228348, 22.952380952380956, 22.763779527559056, 22.682539682539684, 22.59523809523809, 22.616, 10.426356589147288]"
111,2014-01-05 16:30:00,2014-01-05 19:15:00,165.0,subwoofer_livingroom,4,"[3.0396825396825395, 16.0, 16.04724409448819, 16.1984126984127, 16.0, 15.866141732283465, 15.763779527559056, 15.444444444444445, 15.285714285714286, 15.403225806451612, 7.1937984496124034]"
112,2014-01-05 17:00:00,2014-01-05 19:15:00,135.0,htpc,4,"[51.08730158730159, 67.216, 66.08661417322834, 66.66929133858268, 65.2063492063492, 64.9047619047619, 64.56, 64.344, 31.866141732283463]"
113,2014-01-05 17:00:00,2014-01-05 19:15:00,135.0,tv,4,"[52.7007874015748, 59.08661417322835, 95.1259842519685, 96.34920634920636, 95.92125984251967, 95.816, 90.9920634920635, 86.04838709677419, 40.05426356589148]"
114,2014-01-05 17:30:00,2014-01-05 18:15:00,45.0,microwave,4,"[114.15748031496064, 110.06349206349206, 133.70866141732284]"
115,2014-01-05 17:45:00,2014-01-05 18:15:00,30.0,gas_oven,4,"[41.15748031496063, 16.317460317460316]"
116,2014-01-05 19:30:00,2014-01-05 19:45:00,15.0,kettle,4,[435.912]
117,2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,amp_livingroom,4,"[10.275590551181102, 23.4251968503937, 23.11382113821138, 23.008, 23.032258064516128, 22.991869918699187, 22.714285714285715, 12.549180327868852]"
118,2014-01-05 19:45:00,2014-01-05 23:45:00,240.0,htpc,4,"[28.91338582677165, 69.66929133858268, 70.13821138211382, 69.20161290322581, 69.184, 69.12295081967213, 66.872, 66.99180327868852, 67.79838709677419, 68.04444444444445, 65.3360655737705, 65.17073170731707, 65.53225806451613, 65.33587786259542, 65.14615384615385, 37.68]"
119,2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,subwoofer_livingroom,4,"[6.692913385826771, 15.73228346456693, 15.707317073170731, 15.616, 15.903225806451612, 15.69672131147541, 15.488, 8.642276422764228]"
120,2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,tv,4,"[43.14173228346457, 108.75396825396824, 103.57723577235772, 93.328, 93.14516129032258, 95.22764227642276, 94.02439024390245, 51.479674796747965]"
121,2014-01-05 21:15:00,2014-01-05 21:30:00,15.0,microwave,4,[199.67741935483872]
122,2014-01-05 21:30:00,2014-01-05 23:30:00,120.0,dishwasher,4,"[16.639344262295083, 111.87903225806453, 1837.6592592592592, 118.7377049180328, 119.17073170731707, 108.84677419354838, 1542.412213740458, 1131.3461538461538]"
123,2014-01-06 01:00:00,2014-01-06 01:15:00,15.0,dishwasher,5,[0.8347107438016529]
124,2014-01-06 02:30:00,2014-01-06 04:00:00,90.0,htpc,5,"[7.725806451612903, 67.5691056910569, 67.23387096774194, 68.07317073170732, 66.52380952380952, 19.048387096774192]"
125,2014-01-06 08:15:00,2014-01-06 09:00:00,45.0,kettle,5,"[380.296875, 118.1970802919708, 83.71942446043165]"
126,2014-01-06 08:30:00,2014-01-06 18:15:00,585.0,laptop,5,"[45.3728813559322, 34.832116788321166, 27.798561151079134, 24.84285714285714, 19.485714285714284, 20.633093525179856, 20.05035971223021, 18.192857142857143, 21.81294964028777, 24.5177304964539, 20.307142857142857, 18.071428571428573, 37.535714285714285, 42.51798561151079, 39.17142857142857, 37.66428571428571, 37.79432624113476, 37.72857142857143, 37.618705035971225, 37.46808510638298, 37.54676258992806, 37.87857142857143, 37.80851063829788, 37.84172661870504, 37.71223021582734, 37.77142857142857, 38.0, 37.99290780141844, 37.97857142857143, 38.1418439716312, 37.785714285714285, 37.84397163120568, 37.99285714285714, 38.04964539007092, 38.04285714285714, 38.16312056737589, 37.85714285714285, 38.04964539007092, 34.70967741935484]"
127,2014-01-06 08:30:00,2014-01-06 12:15:00,225.0,lcd_office,5,"[39.86324786324786, 41.785714285714285, 41.44604316546763, 41.46762589928058, 41.35714285714285, 41.37857142857143, 41.28776978417266, 41.121428571428574, 39.55, 40.0354609929078, 40.82857142857143, 39.74820143884892, 39.70212765957447, 39.6115107913669, 12.735714285714286]"
128,2014-01-06 08:30:00,2014-01-06 08:45:00,15.0,office_pc,5,[1.152542372881356]
129,2014-01-06 08:45:00,2014-01-06 09:00:00,15.0,microwave,5,[116.19285714285714]
130,2014-01-06 09:00:00,2014-01-06 09:15:00,15.0,toaster,5,[336.59558823529414]
131,2014-01-06 11:30:00,2014-01-06 11:45:00,15.0,straighteners,5,[191.5]
132,2014-01-06 12:15:00,2014-01-06 12:30:00,15.0,kitchen_radio,5,[0.0212765957446808]
133,2014-01-06 12:45:00,2014-01-06 13:00:00,15.0,kitchen_radio,5,[0.0212765957446808]
134,2014-01-06 14:00:00,2014-01-06 14:15:00,15.0,kitchen_radio,5,[0.0357142857142857]
135,2014-01-06 16:15:00,2014-01-06 17:00:00,45.0,kitchen_radio,5,"[0.0428571428571428, 0.0211267605633802, 0.0214285714285714]"
136,2014-01-06 17:45:00,2014-01-06 18:45:00,60.0,gas_oven,5,"[1.0357142857142858, 45.9140625, 34.096, 3.306451612903226]"
137,2014-01-06 18:00:00,2014-01-06 18:30:00,30.0,kettle,5,"[437.3359375, 246.5528455284553]"
138,2014-01-06 18:00:00,2014-01-06 18:15:00,15.0,lcd_office,5,[30.15625]
139,2014-01-06 18:45:00,2014-01-06 19:00:00,15.0,microwave,5,[102.112]
140,2014-01-06 19:00:00,2014-01-06 23:00:00,240.0,amp_livingroom,5,"[10.688524590163937, 24.088, 23.550387596899224, 23.16546762589928, 23.093525179856115, 23.2, 22.928571428571427, 23.035714285714285, 23.02158273381295, 22.90714285714286, 22.964028776978417, 23.05755395683453, 22.976, 22.54032258064516, 22.771653543307085, 2.967741935483871]"
141,2014-01-06 19:00:00,2014-01-07 01:45:00,405.0,htpc,5,"[29.68032786885246, 71.49193548387096, 67.75193798449612, 68.17985611510791, 68.1231884057971, 67.99285714285715, 66.26428571428572, 67.59285714285714, 68.85611510791367, 71.96402877697842, 69.4927536231884, 68.7841726618705, 68.25806451612904, 71.09677419354838, 68.1732283464567, 66.384, 64.95081967213115, 65.16, 66.448, 64.70731707317073, 64.584, 64.51239669421487, 64.4390243902439, 64.2439024390244, 64.2439024390244, 64.16260162601625, 3.672]"
142,2014-01-06 19:00:00,2014-01-06 23:00:00,240.0,subwoofer_livingroom,5,"[6.737704918032787, 16.032, 15.96875, 15.92142857142857, 15.83453237410072, 15.75, 15.635714285714286, 16.0, 15.827338129496402, 15.83453237410072, 15.857142857142858, 16.02158273381295, 15.808, 15.292682926829269, 15.362204724409448, 2.16260162601626]"
143,2014-01-06 19:00:00,2014-01-06 23:00:00,240.0,tv,5,"[42.40163934426229, 113.072, 95.1968503937008, 97.45714285714286, 103.81294964028775, 100.31428571428572, 102.47142857142858, 97.57142857142856, 96.24460431654676, 93.61870503597122, 96.92857142857144, 99.53956834532374, 97.592, 91.70731707317071, 103.02380952380952, 13.508064516129032]"
144,2014-01-06 19:30:00,2014-01-06 22:00:00,150.0,laptop,5,"[25.392857142857142, 19.179856115107917, 20.231884057971016, 21.906474820143885, 21.32857142857143, 23.242857142857144, 21.571428571428573, 22.313868613138688, 21.26086956521739, 21.42537313432836]"
145,2014-01-06 19:30:00,2014-01-06 22:00:00,150.0,lcd_office,5,"[40.92592592592592, 41.27142857142857, 39.48201438848921, 39.44285714285714, 39.392857142857146, 39.25714285714286, 39.18705035971223, 39.568345323741006, 39.52142857142857, 39.23880597014925]"
146,2014-01-06 22:30:00,2014-01-06 22:45:00,15.0,toaster,5,[427.8582677165354]
147,2014-01-07 03:00:00,2014-01-07 04:15:00,75.0,htpc,6,"[30.902439024390244, 67.55645161290323, 66.32520325203252, 65.5, 59.766129032258064]"
148,2014-01-07 07:30:00,2014-01-07 07:45:00,15.0,kettle,6,[337.03968253968253]
149,2014-01-07 07:30:00,2014-01-07 08:00:00,30.0,toaster,6,"[229.6190476190476, 183.71544715447155]"
150,2014-01-07 07:45:00,2014-01-07 08:00:00,15.0,kitchen_radio,6,[0.0245901639344262]
151,2014-01-07 08:00:00,2014-01-07 18:15:00,615.0,laptop,6,"[23.67796610169492, 22.1294964028777, 22.58992805755396, 21.872340425531917, 20.9, 20.52857142857143, 19.776978417266186, 19.1021897810219, 19.215827338129497, 20.83333333333333, 21.446043165467625, 20.13571428571429, 22.453237410071942, 20.41726618705036, 21.906474820143885, 21.09285714285714, 21.5, 18.864285714285717, 23.45, 20.22302158273381, 17.735714285714284, 17.0, 20.65, 24.835714285714285, 21.51824817518248, 22.028776978417262, 23.75, 24.814285714285717, 21.064285714285717, 20.07857142857143, 18.6231884057971, 20.042857142857144, 20.366906474820144, 20.12142857142857, 19.571428571428573, 20.02112676056338, 21.0354609929078, 21.05035971223021, 20.418439716312054, 20.0863309352518, 20.21917808219178]"
